"","...1","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","fibertype","regulated"
"39","GO:0016477","GO:0016477","cell migration",245,-0.343274910589139,-1.68193715261569,8.06930759736298e-06,0.0005990638164171,0.0005286210881548,434,"tags=26%, list=15%, signal=24%","PDCD10/PLEC/ANXA3/PDCD6/FERMT2/STAT5B/ADA/PECAM1/RBBP7/GPC4/APOH/THBS4/ANXA1/SRGAP3/HRG/PLCB1/PLG/LAMC1/APOE/MEAK7/PML/FSCN1/DCN/SIX4/CD34/VTN/HEXB/CRK/PXN/ADIPOQ/GBF1/DPYSL3/MCU/LAMA2/PDLIM1/LAMA4/MCAM/RPL13A/AGT/S100A11/JUP/APOA1/LAMB1/CTNNB1/APOD/KRT2/COL1A1/TJP1/SRP54/MIA3/TNXB/KRT5/CTSG/KRT16/S100A9/LRG1/S100A8/SERPINB3/CTSH/SLK/DEFA1B/S100A7/SAA1","mhc2","female"
"40","GO:0141061","GO:0141061","disruption of cell in another organism",18,-0.766928945341535,-2.26332578008985,1.38201991410631e-05,0.00087846177961239,0.00077516519795577,75,"tags=44%, list=3%, signal=44%","ARG1/CFHR1/CTSG/LYZ/KRT6A/DEFA1B/LTF/DCD","mhc2","female"
"41","GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis",51,0.57883638875915,1.99691650622668,1.24439283922958e-05,0.00087846177961239,0.00077516519795577,748,"tags=63%, list=26%, signal=47%","NDUFC1/SDHC/NDUFB1/NDUFA7/ATP5MG/ATP5PO/NDUFA5/ATP5F1B/NDUFA6/NDUFS4/NDUFV1/ATP5ME/SDHB/SDHA/ATP5PF/ATP5F1D/NDUFB7/NDUFA12/NDUFB10/NDUFA8/NDUFS6/NDUFV3/NDUFS7/NDUFB11/NDUFB8/NDUFA10/ATP5F1A/NDUFA2/NDUFS1/NDUFV2/NDUFA11/NDUFS3","mhc2","male"
"42","GO:0140053","GO:0140053","mitochondrial gene expression",74,0.5222472897083,1.92852162578598,1.37449800035386e-05,0.00087846177961239,0.00077516519795577,780,"tags=54%, list=27%, signal=40%","MRPL38/MRPL4/MRPL43/NDUFA7/HSD17B10/MRPL19/MRPS31/GADD45GIP1/MRPL53/PNPT1/MRPL3/SUPV3L1/MRPS25/MRPS14/TRMT10C/MRPS7/TACO1/MRPL12/TSFM/MRPS17/CHCHD10/TUFM/MRPS30/SHMT2/PTCD3/MRPL37/MRPL40/TFAM/MRPL30/MRPS23/MRPL46/MRPL48/MRPS28/MRPS5/MTIF2/GATC/MTRF1L/LARS2/MRPL13/YARS2","mhc2","male"
"43","GO:0040011","GO:0040011","locomotion",207,-0.3565329820205,-1.71656784406765,1.40714701539743e-05,0.00087846177961239,0.00077516519795577,437,"tags=27%, list=15%, signal=24%","PPP3CB/PDCD10/PLEC/ANXA3/PDCD6/FERMT2/ADA/PECAM1/RBBP7/APOH/THBS4/ANXA1/SRGAP3/HRG/PLCB1/PLG/APOE/MEAK7/DCN/VTN/CRK/ADIPOQ/GBF1/DPYSL3/MCU/PLGRKT/LAMA2/LAMA4/MCAM/RPL13A/AGT/S100A11/JUP/APOA1/LAMB1/TF/APOD/COL1A1/SNCA/TJP1/SRP54/SERPIND1/MIA3/TNXB/KRT5/CTSG/KRT16/S100A9/S100A8/SERPINB3/CTSH/SLK/DEFA1B/S100A7/SAA1","mhc2","female"
"44","GO:0030198","GO:0030198","extracellular matrix organization",47,-0.546262837033115,-2.01197456378124,6.25266006521344e-05,0.00282663356741201,0.00249425532184014,357,"tags=43%, list=12%, signal=38%","COL4A1/COL4A2/LAMB2/PLG/NID1/LAMC1/DPT/FSCN1/VTN/EGFLAM/CMA1/FLOT1/LAMA2/P4HA1/AGT/LUM/LAMB1/COL1A1/TNXB/CTSG","mhc2","female"
"45","GO:0006638","GO:0006638","neutral lipid metabolic process",24,-0.665599533748488,-2.11887266850725,0.00012871709792788,0.00482137472524151,0.00425443881572156,526,"tags=54%, list=18%, signal=45%","APOA4/APOB/PLIN5/C3/APOH/APOA2/CAT/APOE/APOC1/APOC3/SNCA/TNXB/LIPE","mhc2","female"
"46","GO:0050819","GO:0050819","negative regulation of coagulation",17,-0.694854434660038,-2.00660955287915,0.00021350329222721,0.00691118064468847,0.0060985085940926,521,"tags=65%, list=18%, signal=53%","F12/FGB/SERPING1/FGA/APOH/HRG/PLG/APOE/VTN/KNG1/KRT1","mhc2","female"
"47","GO:0050779","GO:0050779","RNA destabilization",23,0.654226167668403,1.91156506022659,0.00022205874936292,0.00693140524797136,0.00611635502631219,165,"tags=30%, list=6%, signal=29%","YBX1/GIGYF2/TNKS1BP1/CAPRIN1/CELF1/ROCK1/PNPT1","mhc2","male"
"48","GO:0061014","GO:0061014","positive regulation of mRNA catabolic process",23,0.654226167668403,1.91156506022659,0.00022205874936292,0.00693140524797136,0.00611635502631219,165,"tags=30%, list=6%, signal=29%","YBX1/GIGYF2/TNKS1BP1/CAPRIN1/CELF1/ROCK1/PNPT1","mhc2","male"
"49","GO:0061157","GO:0061157","mRNA destabilization",23,0.654226167668403,1.91156506022659,0.00022205874936292,0.00693140524797136,0.00611635502631219,165,"tags=30%, list=6%, signal=29%","YBX1/GIGYF2/TNKS1BP1/CAPRIN1/CELF1/ROCK1/PNPT1","mhc2","male"
"50","GO:0046034","GO:0046034","ATP metabolic process",81,0.475281556096369,1.79723698067812,0.00023654830429922,0.00718056028280023,0.00633621241382428,800,"tags=53%, list=28%, signal=39%","NDUFC1/SDHC/NDUFB1/NDUFA7/ATP5MG/COX11/OLA1/ATP5PO/ATP1B1/NDUFA5/ATP5F1B/NDUFA6/NDUFS4/DNM1L/NDUFV1/ATP5ME/SDHB/SDHA/NUDT2/AK2/ATP5PF/ATP1A2/ATP5F1D/NDUFB7/NDUFA12/NDUFB10/NDUFA8/NDUFS6/NDUFV3/NDUFS7/NDUFB11/NDUFB8/NDUFA10/UQCC3/ATP5F1A/NDUFA2/NDUFS1/NDUFV2/ATP5IF1/NDUFA11/NDUFS3/AK1/VCP","mhc2","male"
"51","GO:1902600","GO:1902600","proton transmembrane transport",51,0.525179576490344,1.81180690328555,0.00032933810687354,0.00928520985185399,0.00819338040642943,582,"tags=47%, list=20%, signal=38%","UQCR10/NDUFA4/ATP5MG/ATP6V1E1/ATP5PO/CYC1/ATP1B1/ATP5F1B/ATP6V1D/ATP1A1/SLC25A5/ATP5ME/COX7A1/COX5B/COX5A/ATP6V1F/ATP5PF/ATP1A2/ATP5F1D/UQCRFS1/UQCRH/COX6B1/NDUFS7/COX7A2L","mhc2","male"
"52","GO:0015909","GO:0015909","long-chain fatty acid transport",18,-0.685669193502495,-2.02351570076223,0.00068168035130044,0.01595862393848,0.0140820809413381,399,"tags=50%, list=14%, signal=43%","ACSL3/ANXA1/FABP5/APOE/CD36/PLIN2/SLC2A1/FABP3/FABP4","mhc2","female"
"53","GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition",12,-0.739206233488846,-1.9265791183964,0.0006941431118855,0.0159652915733667,0.0140879645422377,143,"tags=58%, list=5%, signal=56%","FERMT2/AGT/CTNNB1/COL1A1/TNXB/LRG1/SERPINB3","mhc2","female"
"54","GO:1900047","GO:1900047","negative regulation of hemostasis",16,-0.699604763724563,-1.9857539801057,0.00133331170201476,0.0251506710984367,0.022193253472385,521,"tags=69%, list=18%, signal=57%","F12/FGB/SERPING1/FGA/APOH/HRG/PLG/APOE/VTN/KNG1/KRT1","mhc2","female"
"55","GO:0042632","GO:0042632","cholesterol homeostasis",15,-0.699989002137082,-1.97036770377728,0.0013285353292628,0.0251506710984367,0.022193253472385,526,"tags=67%, list=18%, signal=55%","APOA4/APOB/APOA2/APOE/FABP3/APOC3/FABP4/IL18/APOA1/CNBP","mhc2","female"
"56","GO:0055092","GO:0055092","sterol homeostasis",15,-0.699989002137082,-1.97036770377728,0.0013285353292628,0.0251506710984367,0.022193253472385,526,"tags=67%, list=18%, signal=55%","APOA4/APOB/APOA2/APOE/FABP3/APOC3/FABP4/IL18/APOA1/CNBP","mhc2","female"
"57","GO:0042157","GO:0042157","lipoprotein metabolic process",24,-0.603384446740116,-1.92081686956696,0.00162488806786351,0.0287868683374197,0.025401877476273,596,"tags=54%, list=21%, signal=43%","ITGAV/APOA4/ATG7/HHATL/APOB/APOA2/APOE/NMT1/APOC1/APOC3/APOA1/PIGK/APOD","mhc2","female"
"58","GO:0051346","GO:0051346","negative regulation of hydrolase activity",64,-0.426360147703816,-1.69302984130442,0.0018363305855712,0.0312902161276824,0.0276108615555204,405,"tags=41%, list=14%, signal=36%","AQP1/IKBKB/CD44/ECM1/TMED2/SERPING1/PLIN5/TRIAP1/AHSG/RASA4/APOA2/ANXA1/HRG/APCS/SERPINA3/VTN/APOC1/KNG1/APOC3/SNCA/SERPINA1/SERPIND1/SERPINA7/CSTA/SERPINB3/LTF","mhc2","female"
"59","GO:0032787","GO:0032787","monocarboxylic acid metabolic process",197,0.349388587052169,1.49518842123009,0.00183779301436426,0.0312902161276824,0.0276108615555204,628,"tags=32%, list=22%, signal=27%","ALDH1A1/GGT5/CES2/GSTM4/HTD2/HSD17B8/HLCS/ENO2/GAPDH/ME2/HSD17B10/LDHA/GPD1/CBR4/ENO3/THEM4/EPHX1/HADH/PTGES2/PGM1/RBP1/PGK1/ACAT1/TPI1/DLD/ACTN3/PDHX/PGK2/MCEE/DECR1/GSTM1/AUH/ETFDH/PDHA1/PDHB/GPI/DLAT/ACSM5/ETFB/SCP2/GAMT/BCO2/NUDT19/ACAA2/MTOR/ETFA/MMUT/GRHPR/PTGR3/ILVBL/IDH2/ACOT2/ACAA1/MPC2/ME1/CYGB/PGAM2/PTGR1/PKM/RGN/PFKL/ACADM/SLC16A3","mhc2","male"
"60","GO:1901361","GO:1901361","organic cyclic compound catabolic process",125,0.388764681735618,1.5818374462658,0.00202057202085506,0.0331578589696514,0.0292588919728989,630,"tags=33%, list=22%, signal=27%","YBX1/GIGYF2/GOT2/TNKS1BP1/PELO/CAPRIN1/NT5C/CELF1/ITPA/ROCK1/MAPKAPK2/GSTZ1/PNPT1/ACAT1/NT5C1A/THRAP3/SUPV3L1/SLIRP/PABPC4/ENDOG/HNRNPA0/SUCLG1/SNX17/YBX3/SUCLA2/ENPP4/SYNCRIP/NUDT19/PHAX/HNRNPR/ACAA1/NUDT16/SSB/CIRBP/NUDT9/SERBP1/SUCLG2/RGN/HMOX1/AIFM1/ETF1","mhc2","male"
"61","GO:0033275","GO:0033275","actin-myosin filament sliding",14,-0.670055697697347,-1.84345778680651,0.00256606036055313,0.0400488706272042,0.0353396032111264,246,"tags=50%, list=9%, signal=46%","MYH2/TPM1/MYH4/MYH3/MYH7/ACTC1/TNNC1","mhc2","female"
"62","GO:0010608","GO:0010608","post-transcriptional regulation of gene expression",166,0.361249022649792,1.5144152894728,0.00266675406218237,0.0411307597120127,0.0362942751001662,886,"tags=39%, list=31%, signal=29%","YBX1/GIGYF2/TNKS1BP1/PELO/CAPRIN1/GAPDH/RBM3/CELF1/ROCK1/RPL38/MATR3/MAPKAPK2/KHDRBS1/PNPT1/TSNAX/SARNP/THRAP3/RPS14/MTPN/TRMT10C/PABPC4/HNRNPA0/TACO1/RAN/LSM14A/TSFM/ACO1/SARS1/YBX3/SYNCRIP/SHMT2/TSN/PTCD3/MTOR/PHAX/FECH/HNRNPR/SSB/CIRBP/LSM14B/SERBP1/PKM/ETF1/CALR/EIF5A/MTIF2/LARP4/RPL10/EEF2/PDE12/RBM8A/MRPL13/TRAP1/EIF4G1/EIF4G2/TPR/RCC1L/EIF2B5/TAF15/NCL/EIF4A2/RPS9/EEF2K/LRPPRC/C1QBP","mhc2","male"
"63","GO:0019217","GO:0019217","regulation of fatty acid metabolic process",22,-0.598635756380515,-1.8696544267763,0.0026872354331348,0.0412042766414003,0.0363591473193616,439,"tags=55%, list=15%, signal=47%","APOA4/PDK1/PLIN5/ANXA1/FABP5/ADIPOQ/APOC1/FABP3/APOC3/ERLIN2/SNCA/PDK4","mhc2","female"
"64","GO:0071827","GO:0071827","plasma lipoprotein particle organization",12,-0.692332569247213,-1.80441318061144,0.0030396925322514,0.0447756956155234,0.0395106102063192,526,"tags=83%, list=18%, signal=68%","APOA4/APOB/ACSL3/APOA2/APOE/APOC1/MPO/APOC3/AGT/APOA1","mhc2","female"
"65","GO:0031329","GO:0031329","regulation of cellular catabolic process",156,0.354377491526214,1.47526531795886,0.00313646151526414,0.0454353706796828,0.0400927153855806,501,"tags=25%, list=17%, signal=22%","YBX1/GIGYF2/TNKS1BP1/CAPRIN1/GAPDH/CHMP4B/CELF1/HMGB1/ROCK1/MAPT/CAPNS1/GPD1/MAPKAPK2/ATP6V1E1/PNPT1/EEF1A2/THRAP3/PAFAH1B2/SUPV3L1/SLIRP/CTTN/ATP6V1D/EEF1A1/DNM1L/PABPC4/SLC25A5/ENDOG/HNRNPA0/UCHL1/CASP3/YBX3/SQSTM1/UBQLN2/RRAGA/SYNCRIP/MTOR/PHAX/CDK5/HNRNPR","mhc2","male"
"66","GO:0010466","GO:0010466","negative regulation of peptidase activity",40,-0.489009181216158,-1.73536247392015,0.00323418403156114,0.0462877623157121,0.0408448759765286,405,"tags=35%, list=14%, signal=30%","SERPING1/TRIAP1/AHSG/HRG/SERPINA3/VTN/KNG1/SNCA/SERPINA1/SERPIND1/SERPINA7/CSTA/SERPINB3/LTF","mhc2","female"
